stackid,respid,party,votech,stacked_votech,ptv,lr_dist,age_cont_yhat,age_dich_yhat,socdem_dich_yhat,socdem_cont_yhat,gndr,age
2389-1503,2389,1503,1506,0,0,0.0939716312056738,0.429940692435624,0.198917419044158,0.175544427885845,0.407358983979274,2,24
2389-1504,2389,1504,1506,0,0.4,0.10434227330779,0.464176368838817,0.145384463194303,0.145818881344164,0.459289402953396,2,24
2389-1505,2389,1505,1506,0,0.6,0.160231432282442,0.286313870980205,0.0137215974643003,0.00906150474042698,0.323913918595019,2,24
2389-1506,2389,1506,1506,1,1,0.209489344591878,0.356548897396765,0.070507599627424,0.0770340988397886,0.402280177670238,2,24
2389-1507,2389,1507,1506,0,0,0.0987522281639929,0.305772393727542,0.0296608714005173,0.034137204267444,0.284862222279699,2,24
2393-1501,2393,1501,1502,0,0.5,0.0892920668801138,0.373389486514101,0.121405167275368,0.132200378035673,0.37052101434571,2,23
2393-1502,2393,1502,1502,1,1,0.29258469556977,0.305525031601005,0.0467434436447215,0.0553092473295812,0.297715825779768,2,23
2393-1503,2393,1503,1502,0,0.5,0.461583924349882,0.429512643385946,0.19730757444492,0.17472400363938,0.407886107714906,2,23
2393-1504,2393,1504,1502,0,0.4,0.117879948914432,0.466993429593713,0.144971211076828,0.145652105266775,0.462605941785391,2,23
2393-1505,2393,1505,1502,0,0.4,0.173101901050891,0.288865318560686,0.0135046220309957,0.00892127321079799,0.32598861672008,2,23
2393-1506,2393,1506,1502,0,0.6,0.457177322074789,0.359908415449065,0.0719588603232834,0.0777581636529737,0.405083594189763,2,23
2393-1507,2393,1507,1502,0,1,0.234581105169341,0.305878051486271,0.0293218227037815,0.0336437573657371,0.284976130039851,2,23
2395-1501,2395,1501,1503,0,0.5,0.0218190442309972,0.376101849194805,0.118925924687058,,,1,21
2395-1502,2395,1502,1503,0,0.6,0.151859748874674,0.308921159712538,0.0473343373916009,,,1,21
2395-1503,2395,1503,1503,1,0.9,0.350472813238771,0.428656545286592,0.194117413404587,,,1,21
2395-1504,2395,1504,1503,0,0.7,0.215453384418902,0.472627551103506,0.144147633562104,,,1,21
2395-1505,2395,1505,1503,0,0.7,0.506435234384225,0.293968213721648,0.0130807740077821,,,1,21
2395-1506,2395,1506,1503,0,0.4,0.123843988741456,0.366627451553666,0.0749443392910668,,,1,21
2395-1507,2395,1507,1503,0,0.2,0.0987522281639929,0.306089367003728,0.0286549657613967,,,1,21
2397-1501,2397,1501,1506,0,0.5,0.132930155342108,0.373389486514101,0.121405167275368,,,2,23
2397-1502,2397,1502,1506,0,0.3,0.29258469556977,0.305525031601005,0.0467434436447215,,,2,23
2397-1503,2397,1503,1506,0,0.7,0.205082742316785,0.429512643385946,0.19730757444492,,,2,23
2397-1504,2397,1504,1506,0,0.3,0.117879948914432,0.466993429593713,0.144971211076828,,,2,23
2397-1505,2397,1505,1506,0,0.6,0.160231432282442,0.288865318560686,0.0135046220309957,,,2,23
2397-1506,2397,1506,1506,1,0.8,0.0983782334807667,0.359908415449065,0.0719588603232834,,,2,23
2397-1507,2397,1507,1506,0,0.4,0.123469994058229,0.305878051486271,0.0293218227037815,,,2,23
2401-1501,2401,1501,1506,0,0,0.311514289102336,0.374745667854453,0.12016002512534,,,1,22
2401-1502,2401,1502,1506,0,0,0.0407486377635631,0.307223095656771,0.0470380084702372,,,1,22
2401-1503,2401,1503,1506,0,0,0.205082742316785,0.429084594336269,0.195707575448047,,,1,22
2401-1504,2401,1504,1506,0,0,0.10434227330779,0.469810490348609,0.144558934924623,,,1,22
2401-1505,2401,1505,1506,0,0,0.160231432282442,0.291416766141167,0.0132910313284982,,,1,22
2401-1506,2401,1506,1506,1,1,0.123843988741456,0.363267933501366,0.0734376322894882,,,1,22
2401-1507,2401,1507,1506,0,0,0.320974450386215,0.305983709245,0.0289865338441746,,,1,22
2402-1501,2402,1501,,0,0.6,0.200403177991225,0.377458030535157,0.117702803442712,,,1,20
2402-1502,2402,1502,,0,0.5,0.262970859985785,0.310619223768304,0.0476324398092038,,,1,20
2402-1503,2402,1503,,0,0.5,0.350472813238771,0.428228496236915,0.192537078767702,,,1,20
2402-1504,2402,1504,,0,0.5,0.0067688378033206,0.475444611858402,0.143737305808454,,,1,20
2402-1505,2402,1505,,0,0.5,0.506435234384225,0.296519661302129,0.0128737994532355,,,1,20
2402-1506,2402,1506,,0,0.5,0.123843988741456,0.369986969605967,0.0764794075577904,,,1,20
2402-1507,2402,1507,,0,0.5,0.320974450386215,0.306195024762457,0.0283270797409183,,,1,20
2408-1501,2408,1501,,0,0.5,0.355152377564331,0.378814211875509,0.116490598485931,0.0936413464442623,0.308704401412809,1,19
2408-1502,2408,1502,,0,0.5,0.262970859985785,0.312317287824071,0.0479323251587901,0.0573025857076817,0.331124817467344,1,19
2408-1503,2408,1503,,0,0.5,0.350472813238771,0.427800447187238,0.190966561105289,0.242953689845935,0.478342467278813,1,19
2408-1504,2408,1504,,0,0.5,0.0067688378033206,0.478261672613298,0.143327950477673,0.173264969820928,0.499537210461893,1,19
2408-1505,2408,1505,,0,0.5,0.395324123273114,0.29907110888261,0.0126700577736291,0.0151975346672818,0.228739075953241,1,19
2408-1506,2408,1506,,0,0.5,0.123843988741456,0.373346487658267,0.0780432656116222,0.0300816963168523,0.290185178968326,1,19
2408-1507,2408,1507,,0,0.5,0.320974450386215,0.306300682521186,0.0280028374123199,0.0239150463205176,0.330366174041907,1,19
2409-1501,2409,1501,,0,0,0.244041266453219,0.372033305173749,0.122661413247071,0.0961637239850412,0.310036232458847,2,24
2409-1502,2409,1502,,0,0,,0.303826967545238,0.0464506335500743,0.0401770925876567,0.294859255016992,2,24
2409-1503,2409,1503,,0,0,0.0939716312056738,0.429940692435624,0.198917419044158,0.207846700486052,0.488046934662221,2,24
2409-1504,2409,1504,,0,0,0.0067688378033206,0.464176368838817,0.145384463194303,0.167371467197806,0.471983723207587,2,24
2409-1505,2409,1505,,0,0,0.0491203211713308,0.286313870980205,0.0137215974643003,0.010735551539356,0.26827577189816,2,24
2409-1506,2409,1506,,0,0,,0.356548897396765,0.070507599627424,0.0295119899135836,0.334862312319947,2,24
2409-1507,2409,1507,,0,0,0.0987522281639929,0.305772393727542,0.0296608714005173,0.0237714473772025,0.309723008183365,2,24
2410-1501,2410,1501,,0,0.6,0.200403177991225,0.376101849194805,0.118925924687058,,,2,21
2410-1502,2410,1502,,0,0.6,0.0407486377635631,0.308921159712538,0.0473343373916009,,,2,21
2410-1503,2410,1503,,0,0.8,0.23936170212766,0.428656545286592,0.194117413404587,,,2,21
2410-1504,2410,1504,,0,0.7,0.10434227330779,0.472627551103506,0.144147633562104,,,2,21
2410-1505,2410,1505,,0,0.6,0.284213012162003,0.293968213721648,0.0130807740077821,,,2,21
2410-1506,2410,1506,,0,0.7,0.346066210963678,0.366627451553666,0.0749443392910668,,,2,21
2410-1507,2410,1507,,0,0.6,0.0123588829471183,0.306089367003728,0.0286549657613967,,,2,21
2412-1501,2412,1501,,0,,,,0.121405167275368,0.0989736649354862,,1,23
2412-1502,2412,1502,,0,,,,0.0467434436447215,0.0547656864542499,,1,23
2412-1503,2412,1503,,0,,,,0.19730757444492,0.247156264057292,,1,23
2412-1504,2412,1504,,0,,,,0.144971211076828,0.174033875690246,,1,23
2412-1505,2412,1505,,0,,,,0.0135046220309957,0.0161690404356527,,1,23
2412-1506,2412,1506,,0,,,,0.0719588603232834,0.0289205551131693,,1,23
2412-1507,2412,1507,,0,,,,0.0293218227037815,0.0253633979027705,,1,23
2414-1501,2414,1501,1503,0,0.1,0.244041266453219,0.374745667854453,0.12016002512534,0.13590498919176,0.368576632100036,1,22
2414-1502,2414,1502,1503,0,0.1,0.151859748874674,0.307223095656771,0.0470380084702372,0.0749633020201905,0.326536760623017,1,22
2414-1503,2414,1503,1503,1,1,0.205082742316785,0.429084594336269,0.195707575448047,0.209425302415764,0.396073145388968,1,22
2414-1504,2414,1504,1503,0,0.4,0.117879948914432,0.469810490348609,0.144558934924623,0.151607372441847,0.476893273711716,1,22
2414-1505,2414,1505,1503,0,0.3,0.617546345495336,0.291416766141167,0.0132910313284982,0.0134490010957415,0.27815312827492,1,22
2414-1506,2414,1506,1503,0,0.7,0.0127328776303445,0.363267933501366,0.0734376322894882,0.0762758438295746,0.349192794760041,1,22
2414-1507,2414,1507,1503,0,0.3,0.209863339275104,0.305983709245,0.0289865338441746,0.0358725525623332,0.305163664857783,1,22
2416-1501,2416,1501,,0,0.8,0.132930155342108,0.372033305173749,0.122661413247071,,,1,24
2416-1502,2416,1502,,0,0,0.070362473347548,0.303826967545238,0.0464506335500743,,,1,24
2416-1503,2416,1503,,0,0,0.205082742316785,0.429940692435624,0.198917419044158,,,1,24
2416-1504,2416,1504,,0,0,0.0067688378033206,0.464176368838817,0.145384463194303,,,1,24
2416-1505,2416,1505,,0,0.7,0.160231432282442,0.286313870980205,0.0137215974643003,,,1,24
2416-1506,2416,1506,,0,0.3,0.0983782334807667,0.356548897396765,0.070507599627424,,,1,24
2416-1507,2416,1507,,0,0,0.234581105169341,0.305772393727542,0.0296608714005173,,,1,24
2419-1501,2419,1501,,0,0.1,,0.378814211875509,0.116490598485931,,,2,19
2419-1502,2419,1502,,0,0.1,0.181473584458659,0.312317287824071,0.0479323251587901,,,2,19
2419-1503,2419,1503,,0,0.1,,0.427800447187238,0.190966561105289,,,2,19
2419-1504,2419,1504,,0,0.1,,0.478261672613298,0.143327950477673,,,2,19
2419-1505,2419,1505,,0,0.1,,0.29907110888261,0.0126700577736291,,,2,19
2419-1506,2419,1506,,0,0.6,,0.373346487658267,0.0780432656116222,,,2,19
2419-1507,2419,1507,,0,0,0.234581105169341,0.306300682521186,0.0280028374123199,,,2,19
2426-1501,2426,1501,1506,0,0.5,0.0218190442309972,0.377458030535157,0.117702803442712,,,1,20
2426-1502,2426,1502,1506,0,0.1,0.070362473347548,0.310619223768304,0.0476324398092038,,,1,20
2426-1503,2426,1503,1506,0,0,0.205082742316785,0.428228496236915,0.192537078767702,,,1,20
2426-1504,2426,1504,1506,0,0.2,0.0067688378033206,0.475444611858402,0.143737305808454,,,1,20
2426-1505,2426,1505,1506,0,0.4,0.0619907899397804,0.296519661302129,0.0128737994532355,,,1,20
2426-1506,2426,1506,1506,1,0.7,0.0983782334807667,0.369986969605967,0.0764794075577904,,,1,20
2426-1507,2426,1507,1506,0,0.1,0.0123588829471183,0.306195024762457,0.0283270797409183,,,1,20
2429-1501,2429,1501,,0,0,0.355152377564331,0.372033305173749,0.122661413247071,0.100348342380143,0.307938712413265,1,24
2429-1502,2429,1502,,0,0,0.29258469556977,0.303826967545238,0.0464506335500743,0.0541481900292302,0.321819032958464,1,24
2429-1503,2429,1503,,0,0.5,0.205082742316785,0.429940692435624,0.198917419044158,0.24821450417428,0.475706848600651,1,24
2429-1504,2429,1504,,0,0.6,0.0067688378033206,0.464176368838817,0.145384463194303,0.174226522465271,0.482954516301917,1,24
2429-1505,2429,1505,,0,0,0.160231432282442,0.286313870980205,0.0137215974643003,0.016421310367293,0.21836558532794,1,24
2429-1506,2429,1506,,0,0,0.123843988741456,0.356548897396765,0.070507599627424,0.0286371328817249,0.2761680963707,1,24
2429-1507,2429,1507,,0,0.3,0.234581105169341,0.305772393727542,0.0296608714005173,0.0257386329655594,0.329796635241145,1,24
2434-1501,2434,1501,1506,0,0.3,0.200403177991225,0.369320942493045,0.125207462937995,,,2,26
2434-1502,2434,1502,1506,0,0.3,0.485193082208008,0.300430839433705,0.0458702402708625,,,2,26
2434-1503,2434,1503,1506,0,0.5,0.350472813238771,0.430796790534978,0.202166675080734,,,2,26
2434-1504,2434,1504,1506,0,0.3,0.0067688378033206,0.458542247329024,0.146213900000982,,,2,26
2434-1505,2434,1505,1506,0,0.1,0.0491203211713308,0.281210975819243,0.0141659116411187,,,2,26
2434-1506,2434,1506,1506,1,0.8,0.320600455702989,0.349829861292164,0.06768593028177,,,2,26
2434-1507,2434,1507,1506,0,0.3,0.209863339275104,0.305561078210084,0.0303504062851793,,,2,26
2440-1501,2440,1501,1501,1,0.8,0.0892920668801138,0.377458030535157,0.117702803442712,0.0949497662358577,0.3085512636129,1,20
2440-1502,2440,1502,1501,0,0.1,0.0407486377635631,0.310619223768304,0.0476324398092038,0.0566581996859729,0.329263660565568,1,20
2440-1503,2440,1503,1501,0,0,0.0939716312056738,0.428228496236915,0.192537078767702,0.243999767885046,0.477815343543181,1,20
2440-1504,2440,1504,1501,0,0.3,0.0067688378033206,0.475444611858402,0.143737305808454,0.17345694419934,0.496220671629898,1,20
2440-1505,2440,1505,1501,0,0.5,0.0619907899397804,0.296519661302129,0.0128737994532355,0.0154348849308442,0.226664377828181,1,20
2440-1506,2440,1506,1501,0,0.8,0.0983782334807667,0.369986969605967,0.0764794075577904,0.0297872439200353,0.287381762448801,1,20
2440-1507,2440,1507,1501,0,0,0.123469994058229,0.306195024762457,0.0283270797409183,0.0242693875221312,0.330252266281754,1,20
2443-1501,2443,1501,,0,1,0.755958733546781,0.372033305173749,0.122661413247071,0.133967935082879,0.370367876545801,2,24
2443-1502,2443,1502,,0,1,0.29258469556977,0.303826967545238,0.0464506335500743,0.0546859767006131,0.295854668877992,2,24
2443-1503,2443,1503,,0,1,0.205082742316785,0.429940692435624,0.198917419044158,0.175544427885845,0.407358983979274,2,24
2443-1504,2443,1504,,0,1,0.0067688378033206,0.464176368838817,0.145384463194303,0.145818881344164,0.459289402953396,2,24
2443-1505,2443,1505,,0,1,0.950879678828669,0.286313870980205,0.0137215974643003,0.00906150474042698,0.323913918595019,2,24
2443-1506,2443,1506,,0,1,0.679399544297011,0.356548897396765,0.070507599627424,0.0770340988397886,0.402280177670238,2,24
2443-1507,2443,1507,,0,1,0.234581105169341,0.305772393727542,0.0296608714005173,0.034137204267444,0.284862222279699,2,24
2454-1501,2454,1501,1506,0,0.2,0.132930155342108,0.376101849194805,0.118925924687058,0.096274526198452,0.308398125812991,1,21
2454-1502,2454,1502,1506,0,0,0.29258469556977,0.308921159712538,0.0473343373916009,0.0560206293730248,0.327402503663792,1,21
2454-1503,2454,1503,1506,0,0,0.205082742316785,0.428656545286592,0.194117413404587,0.245048892065101,0.477288219807548,1,21
2454-1504,2454,1504,1506,0,0.8,0.117879948914432,0.472627551103506,0.144147633562104,0.173649086605021,0.492904132797903,1,21
2454-1505,2454,1505,1506,0,0,,0.293968213721648,0.0130807740077821,0.0156758830502948,0.22458967970312,1,21
2454-1506,2454,1506,1506,1,0.6,0.0983782334807667,0.366627451553666,0.0749443392910668,0.0294955860985528,0.284578345929276,1,21
2454-1507,2454,1507,1506,0,0,0.0123588829471183,0.306089367003728,0.0286549657613967,0.0246288464048531,0.330138358521602,1,21
2459-1501,2459,1501,1503,0,0.2,0.644847622435669,0.370677123833397,0.123928824722907,0.135755427854693,0.370214738745892,2,25
2459-1502,2459,1502,1503,0,0.1,0.070362473347548,0.302128903489472,0.0461595688567846,0.0540693276122886,0.293993511976216,2,25
2459-1503,2459,1503,1503,1,0.3,0.0939716312056738,0.430368741485301,0.200537116984256,0.176367881195915,0.406831860243641,2,25
2459-1504,2459,1504,1503,0,0.2,0.437675606641124,0.46135930808392,0.145798692447358,0.145985815754499,0.455972864121401,2,25
2459-1505,2459,1505,1503,0,0.4,0.950879678828669,0.283762423399724,0.0139420097199439,0.00920392006806427,0.321839220469959,2,25
2459-1506,2459,1506,1503,0,0.5,0.346066210963678,0.353189379344465,0.069083429065017,0.0763162184077554,0.399476761150713,2,25
2459-1507,2459,1507,1503,0,0.7,0.234581105169341,0.305666735968813,0.0300037193420827,0.0346376290552459,0.284748314519546,2,25
2461-1501,2461,1501,,0,0.7,0.0218190442309972,0.374745667854453,0.12016002512534,,,2,22
2461-1502,2461,1502,,0,0.6,0.0407486377635631,0.307223095656771,0.0470380084702372,,,2,22
2461-1503,2461,1503,,0,0,0.205082742316785,0.429084594336269,0.195707575448047,,,2,22
2461-1504,2461,1504,,0,0.6,0.0067688378033206,0.469810490348609,0.144558934924623,,,2,22
2461-1505,2461,1505,,0,0,0.160231432282442,0.291416766141167,0.0132910313284982,,,2,22
2461-1506,2461,1506,,0,0.3,0.123843988741456,0.363267933501366,0.0734376322894882,,,2,22
2461-1507,2461,1507,,0,0.5,0.0123588829471183,0.305983709245,0.0289865338441746,,,2,22
2472-1501,2472,1501,1503,0,0,0.355152377564331,0.373389486514101,0.121405167275368,0.137714217590115,0.368423494300127,1,23
2472-1502,2472,1502,1503,0,0.1,0.29258469556977,0.305525031601005,0.0467434436447215,0.0741359339626761,0.324675603721241,1,23
2472-1503,2472,1503,1503,1,1,0.205082742316785,0.429512643385946,0.19730757444492,0.210367133509935,0.395546021653336,1,23
2472-1504,2472,1504,1503,0,0.3,0.548786717752235,0.466993429593713,0.144971211076828,0.151779756053501,0.473576734879721,1,23
2472-1505,2472,1505,1503,0,0,0.160231432282442,0.288865318560686,0.0135046220309957,0.0136594220864318,0.27607843014986,1,23
2472-1506,2472,1506,1503,0,0.2,0.209489344591878,0.359908415449065,0.0719588603232834,0.075564451055487,0.346389378240516,1,23
2472-1507,2472,1507,1503,0,0,0.876530005941771,0.305878051486271,0.0293218227037815,0.0363974575679201,0.305049757097631,1,23
2473-1501,2473,1501,,0,0.7,0.0218190442309972,0.35847149177023,0.135847915666685,0.110328495189829,0.308504854459759,2,34
2473-1502,2473,1502,,0,0,0.29258469556977,0.286846326987573,0.0436170079286429,0.035799155822502,0.276247685999233,2,34
2473-1503,2473,1503,,0,0,0.205082742316785,0.434221182932396,0.215558608963636,0.217352414932234,0.482775697305897,2,34
2473-1504,2473,1504,,0,0.2,0.0067688378033206,0.436005761289853,0.149570917258289,0.16924664211222,0.438818334887635,2,34
2473-1505,2473,1505,,0,0.4,0.160231432282442,0.260799395175395,0.0160893515497411,0.0125423753391473,0.247528790647557,2,34
2473-1506,2473,1506,,0,0.7,0.0983782334807667,0.32295371687376,0.0574169476291933,0.0267422491230911,0.306828147124695,2,34
2473-1507,2473,1507,,0,0,0.0123588829471183,0.304715816140254,0.0332669930693431,0.0275316580025256,0.308583930581842,2,34
2475-1501,2475,1501,1507,0,0,0.0218190442309972,0.380170393215861,0.115289246540827,,,1,18
2475-1502,2475,1502,1507,0,0.4,0.151859748874674,0.314015351879837,0.0482340029113938,,,1,18
2475-1503,2475,1503,1507,0,0.8,0.205082742316785,0.42737239813756,0.189405849112645,,,1,18
2475-1504,2475,1504,1507,0,0.4,0.0067688378033206,0.481078733368195,0.142919566378614,,,1,18
2475-1505,2475,1505,1507,0,0,0.160231432282442,0.301622556463091,0.0124694997931501,,,1,18
2475-1506,2475,1506,1507,0,0,0.4317115668141,0.376706005710568,0.0796363440847794,,,1,18
2475-1507,2475,1507,1507,1,1,0.234581105169341,0.306406340279915,0.0276822007476033,,,1,18
2477-1501,2477,1501,,0,0.9,0.0218190442309972,0.370677123833397,0.123928824722907,0.135755427854693,0.370214738745892,2,25
2477-1502,2477,1502,,0,0,0.070362473347548,0.302128903489472,0.0461595688567846,0.0540693276122886,0.293993511976216,2,25
2477-1503,2477,1503,,0,0,0.572695035460993,0.430368741485301,0.200537116984256,0.176367881195915,0.406831860243641,2,25
2477-1504,2477,1504,,0,0,0.0067688378033206,0.46135930808392,0.145798692447358,0.145985815754499,0.455972864121401,2,25
2477-1505,2477,1505,,0,0.8,0.160231432282442,0.283762423399724,0.0139420097199439,0.00920392006806427,0.321839220469959,2,25
2477-1506,2477,1506,,0,0.8,0.0127328776303445,0.353189379344465,0.069083429065017,0.0763162184077554,0.399476761150713,2,25
2477-1507,2477,1507,,0,0,0.0987522281639929,0.305666735968813,0.0300037193420827,0.0346376290552459,0.284748314519546,2,25
2482-1501,2482,1501,1504,0,0.6,0.0218190442309972,0.372033305173749,0.122661413247071,0.0961637239850412,0.310036232458847,2,24
2482-1502,2482,1502,1504,0,0.4,0.262970859985785,0.303826967545238,0.0464506335500743,0.0401770925876567,0.294859255016992,2,24
2482-1503,2482,1503,1504,0,0.4,0.572695035460993,0.429940692435624,0.198917419044158,0.207846700486052,0.488046934662221,2,24
2482-1504,2482,1504,1504,1,0.7,0.0067688378033206,0.464176368838817,0.145384463194303,0.167371467197806,0.471983723207587,2,24
2482-1505,2482,1505,1504,0,0.7,0.617546345495336,0.286313870980205,0.0137215974643003,0.010735551539356,0.26827577189816,2,24
